,home_team,away_team,first_quarter_home,second_quarter_home,third_quarter_home,fourth_quarter_home,first_quarter_away,second_quarter_away,third_quarter_away,fourth_quarter_away,event_time
115,Toronto Raptors,Brooklyn Nets,32,23,26,28,25,34,30,19,02.03.2022
116,Brooklyn Nets,Toronto Raptors,27,21,21,28,42,29,29,33,01.03.2022
117,Milwaukee Bucks,Brooklyn Nets,32,27,34,30,25,28,43,30,27.02.2022
118,Brooklyn Nets,Boston Celtics,22,30,22,32,35,32,30,32,25.02.2022
119,Brooklyn Nets,Washington Wizards,28,23,27,25,26,29,23,39,18.02.2022
120,New York Knicks,Brooklyn Nets,38,27,22,19,18,26,29,38,17.02.2022
121,Brooklyn Nets,Sacramento Kings,35,20,25,29,24,24,18,19,15.02.2022
122,Miami Heat,Brooklyn Nets,26,38,27,24,26,32,18,35,13.02.2022
123,Washington Wizards,Brooklyn Nets,24,31,31,27,27,32,19,34,11.02.2022
124,Brooklyn Nets,Boston Celtics,16,27,28,20,35,34,28,29,09.02.2022
125,Denver Nuggets,Brooklyn Nets,39,37,31,17,40,35,16,13,06.02.2022
126,Utah Jazz,Brooklyn Nets,33,35,37,20,24,23,26,29,05.02.2022
127,Sacramento Kings,Brooklyn Nets,23,31,29,29,32,30,24,15,03.02.2022
128,Phoenix Suns,Brooklyn Nets,39,26,26,30,29,29,24,29,02.02.2022
129,Golden State Warriors,Brooklyn Nets,31,23,24,32,20,27,29,30,30.01.2022
130,Brooklyn Nets,Denver Nuggets,28,37,26,27,29,25,42,28,27.01.2022
131,Brooklyn Nets,Los Angeles Lakers,25,28,25,18,33,29,30,14,26.01.2022
132,Minnesota Timberwolves,Brooklyn Nets,37,35,30,34,36,26,33,30,24.01.2022
133,San Antonio Spurs,Brooklyn Nets,26,25,23,28,24,26,29,38,22.01.2022
134,Washington Wizards,Brooklyn Nets,28,34,24,32,33,41,23,22,20.01.2022
135,Cleveland Cavaliers,Brooklyn Nets,30,35,22,27,31,28,29,19,17.01.2022
136,Brooklyn Nets,New Orleans Pelicans,32,37,26,25,22,19,36,28,16.01.2022
137,Brooklyn Nets,Oklahoma City Thunder,26,25,32,26,38,32,30,30,14.01.2022
138,Chicago Bulls,Brooklyn Nets,31,29,19,33,38,24,39,37,13.01.2022
139,Portland Trail Blazers,Brooklyn Nets,33,22,32,27,26,36,19,27,11.01.2022
140,Brooklyn Nets,San Antonio Spurs,32,28,31,22,32,19,38,24,"09.01.2022
AOT"
141,Brooklyn Nets,Milwaukee Bucks,21,28,31,29,29,31,38,23,08.01.2022
142,Indiana Pacers,Brooklyn Nets,37,36,28,20,32,28,34,35,06.01.2022
143,Brooklyn Nets,Memphis Grizzlies,24,23,26,31,29,27,40,22,04.01.2022
144,Brooklyn Nets,Los Angeles Clippers,30,23,34,29,29,20,31,40,02.01.2022
145,Brooklyn Nets,Philadelphia 76ers,31,23,28,20,39,16,29,26,31.12.2021
146,Los Angeles Clippers,Brooklyn Nets,33,22,26,27,38,33,30,23,28.12.2021
147,Los Angeles Lakers,Brooklyn Nets,23,39,20,33,38,28,36,20,26.12.2021
148,Brooklyn Nets,Orlando Magic,17,27,22,27,26,24,24,26,19.12.2021
149,Brooklyn Nets,Philadelphia 76ers,39,27,19,29,25,23,31,26,17.12.2021
150,Brooklyn Nets,Toronto Raptors,33,33,25,29,32,24,44,20,"15.12.2021
AOT"
151,Detroit Pistons,Brooklyn Nets,24,33,34,13,31,29,26,30,13.12.2021
152,Atlanta Hawks,Brooklyn Nets,26,29,36,14,26,26,37,24,11.12.2021
153,Houston Rockets,Brooklyn Nets,30,37,23,24,23,29,21,31,09.12.2021
154,Dallas Mavericks,Brooklyn Nets,27,35,24,13,21,29,25,27,08.12.2021
155,Brooklyn Nets,Chicago Bulls,34,22,26,25,28,24,27,32,05.12.2021
156,Brooklyn Nets,Minnesota Timberwolves,27,32,27,24,34,21,30,20,04.12.2021
157,Brooklyn Nets,New York Knicks,33,27,28,24,28,33,23,26,01.12.2021
158,Brooklyn Nets,Phoenix Suns,20,26,26,35,34,22,34,23,28.11.2021
159,Boston Celtics,Brooklyn Nets,22,27,27,28,29,33,35,26,25.11.2021
160,Cleveland Cavaliers,Brooklyn Nets,27,36,19,30,24,28,32,33,23.11.2021
161,Brooklyn Nets,Orlando Magic,25,28,37,25,41,21,21,30,20.11.2021
162,Brooklyn Nets,Cleveland Cavaliers,31,31,19,28,25,16,32,26,18.11.2021
163,Brooklyn Nets,Golden State Warriors,34,24,18,23,31,32,35,19,17.11.2021
164,Oklahoma City Thunder,Brooklyn Nets,25,23,26,22,30,31,29,30,15.11.2021
165,New Orleans Pelicans,Brooklyn Nets,25,34,24,29,33,33,29,25,13.11.2021
166,Orlando Magic,Brooklyn Nets,23,30,22,15,28,37,29,29,11.11.2021
167,Chicago Bulls,Brooklyn Nets,35,16,25,42,27,30,21,17,09.11.2021
168,Toronto Raptors,Brooklyn Nets,26,34,17,26,29,24,35,28,07.11.2021
169,Detroit Pistons,Brooklyn Nets,23,16,23,28,28,11,39,18,06.11.2021
170,Brooklyn Nets,Atlanta Hawks,35,26,34,22,28,31,20,29,04.11.2021
171,Brooklyn Nets,Detroit Pistons,28,36,32,21,25,24,25,17,01.11.2021
172,Brooklyn Nets,Indiana Pacers,26,32,27,20,38,17,19,24,30.10.2021
173,Brooklyn Nets,Miami Heat,22,29,23,19,29,20,32,25,28.10.2021
174,Brooklyn Nets,Washington Wizards,38,21,23,22,20,22,22,26,26.10.2021
175,Brooklyn Nets,Charlotte Hornets,31,27,20,17,27,23,29,32,24.10.2021
