,home_team,away_team,first_quarter_home,second_quarter_home,third_quarter_home,fourth_quarter_home,first_quarter_away,second_quarter_away,third_quarter_away,fourth_quarter_away,event_time
204,Oklahoma City Thunder,Golden State Warriors,32,22,29,26,36,39,50,22,15.04.2021
205,Utah Jazz,Oklahoma City Thunder,22,33,33,18,31,22,16,27,14.04.2021
206,Oklahoma City Thunder,Philadelphia 76ers,25,28,23,17,37,29,24,27,11.04.2021
207,Oklahoma City Thunder,Cleveland Cavaliers,38,23,14,27,38,27,28,36,09.04.2021
208,Oklahoma City Thunder,Charlotte Hornets,29,22,26,25,32,24,29,28,08.04.2021
209,Oklahoma City Thunder,Detroit Pistons,19,28,30,31,30,28,35,39,06.04.2021
210,Portland Trail Blazers,Oklahoma City Thunder,35,30,39,29,19,27,13,26,04.04.2021
211,Phoenix Suns,Oklahoma City Thunder,43,30,30,37,13,37,26,27,03.04.2021
212,Oklahoma City Thunder,Toronto Raptors,30,29,28,26,32,35,22,14,01.04.2021
213,Oklahoma City Thunder,Dallas Mavericks,24,39,20,23,33,38,29,27,30.03.2021
214,Oklahoma City Thunder,Boston Celtics,25,27,28,14,21,26,29,35,28.03.2021
215,Oklahoma City Thunder,Memphis Grizzlies,21,32,20,34,26,23,33,34,25.03.2021
216,Minnesota Timberwolves,Oklahoma City Thunder,22,28,26,27,25,32,26,29,23.03.2021
217,Houston Rockets,Oklahoma City Thunder,22,40,23,27,31,35,24,24,21.03.2021
218,Atlanta Hawks,Oklahoma City Thunder,31,30,30,25,21,20,26,26,19.03.2021
219,Chicago Bulls,Oklahoma City Thunder,42,29,31,21,28,35,16,23,17.03.2021
220,Oklahoma City Thunder,Memphis Grizzlies,28,27,35,38,31,31,38,22,14.03.2021
221,Oklahoma City Thunder,New York Knicks,31,23,24,19,22,34,32,31,13.03.2021
222,Oklahoma City Thunder,Dallas Mavericks,35,27,27,27,19,28,27,34,12.03.2021
223,San Antonio Spurs,Oklahoma City Thunder,24,37,23,18,27,23,31,26,05.03.2021
224,Dallas Mavericks,Oklahoma City Thunder,25,24,26,12,23,19,19,17,04.03.2021
225,Oklahoma City Thunder,Denver Nuggets,20,23,26,27,38,27,34,27,28.02.2021
