,home_team,away_team,first_quarter_home,second_quarter_home,third_quarter_home,fourth_quarter_home,first_quarter_away,second_quarter_away,third_quarter_away,fourth_quarter_away,event_time
191,Cleveland Cavaliers,Portland Trail Blazers,28,29,23,25,29,38,35,39,06.05.2021
192,Cleveland Cavaliers,Phoenix Suns,24,29,35,26,30,29,31,24,"05.05.2021
AOT"
193,Cleveland Cavaliers,Miami Heat,36,24,26,21,29,38,32,25,02.05.2021
194,Cleveland Cavaliers,Washington Wizards,30,22,16,25,35,23,33,31,01.05.2021
195,Cleveland Cavaliers,Orlando Magic,16,28,17,43,26,24,32,27,29.04.2021
196,Toronto Raptors,Cleveland Cavaliers,33,16,32,31,23,25,22,26,27.04.2021
197,Washington Wizards,Cleveland Cavaliers,27,36,24,32,32,28,33,17,26.04.2021
198,Charlotte Hornets,Cleveland Cavaliers,22,26,30,30,20,35,23,24,24.04.2021
199,Cleveland Cavaliers,Chicago Bulls,34,27,38,22,12,32,28,33,22.04.2021
200,Detroit Pistons,Cleveland Cavaliers,37,25,22,25,22,31,23,29,20.04.2021
201,Chicago Bulls,Cleveland Cavaliers,29,18,33,26,24,25,21,26,18.04.2021
202,Cleveland Cavaliers,Golden State Warriors,31,21,27,22,28,35,26,30,16.04.2021
203,Charlotte Hornets,Cleveland Cavaliers,23,18,25,24,27,22,26,28,15.04.2021
204,Cleveland Cavaliers,New Orleans Pelicans,39,29,26,15,29,33,28,26,12.04.2021
205,Cleveland Cavaliers,Toronto Raptors,26,28,29,32,47,40,13,35,11.04.2021
206,Oklahoma City Thunder,Cleveland Cavaliers,38,23,14,27,38,27,28,36,09.04.2021
207,San Antonio Spurs,Cleveland Cavaliers,26,21,33,21,28,29,43,25,06.04.2021
208,Miami Heat,Cleveland Cavaliers,36,31,17,31,27,27,19,28,04.04.2021
209,Cleveland Cavaliers,Philadelphia 76ers,31,25,17,21,31,27,27,29,02.04.2021
210,Utah Jazz,Cleveland Cavaliers,27,26,37,24,18,16,18,23,30.03.2021
211,Sacramento Kings,Cleveland Cavaliers,31,18,22,29,29,19,26,24,28.03.2021
212,Los Angeles Lakers,Cleveland Cavaliers,22,22,28,28,24,27,10,25,27.03.2021
213,Chicago Bulls,Cleveland Cavaliers,25,30,17,22,25,28,25,25,25.03.2021
214,Cleveland Cavaliers,Sacramento Kings,35,24,17,29,36,27,27,29,23.03.2021
215,Cleveland Cavaliers,Toronto Raptors,23,36,32,25,28,29,18,30,22.03.2021
216,Cleveland Cavaliers,San Antonio Spurs,22,20,24,44,25,29,27,35,20.03.2021
217,Cleveland Cavaliers,Boston Celtics,26,29,27,35,18,20,36,36,18.03.2021
218,Miami Heat,Cleveland Cavaliers,37,25,33,18,26,22,28,22,17.03.2021
219,Atlanta Hawks,Cleveland Cavaliers,26,23,20,31,22,24,20,16,15.03.2021
220,New Orleans Pelicans,Cleveland Cavaliers,34,35,24,23,29,19,9,25,13.03.2021
221,Cleveland Cavaliers,Indiana Pacers,28,33,29,21,28,23,31,32,04.03.2021
222,Houston Rockets,Cleveland Cavaliers,29,21,20,20,34,17,23,27,02.03.2021
223,Philadelphia 76ers,Cleveland Cavaliers,23,24,23,22,28,28,16,20,"28.02.2021
AOT"
224,Cleveland Cavaliers,Houston Rockets,27,21,34,30,17,33,24,22,25.02.2021
225,Cleveland Cavaliers,Atlanta Hawks,28,30,26,28,27,28,29,27,24.02.2021
226,Cleveland Cavaliers,Oklahoma City Thunder,28,23,24,26,31,31,24,31,22.02.2021
227,Cleveland Cavaliers,Denver Nuggets,23,27,30,23,33,36,26,25,20.02.2021
228,Golden State Warriors,Cleveland Cavaliers,32,32,37,28,32,22,30,14,16.02.2021
229,Los Angeles Clippers,Cleveland Cavaliers,32,38,36,22,24,34,30,23,15.02.2021
230,Portland Trail Blazers,Cleveland Cavaliers,34,39,27,29,23,29,25,33,13.02.2021
231,Denver Nuggets,Cleveland Cavaliers,34,30,36,33,17,26,23,29,11.02.2021
232,Phoenix Suns,Cleveland Cavaliers,34,30,25,30,28,33,30,22,09.02.2021
233,Cleveland Cavaliers,Milwaukee Bucks,22,32,23,22,25,34,35,30,07.02.2021
234,Cleveland Cavaliers,Milwaukee Bucks,33,30,26,16,26,34,34,29,06.02.2021
235,Cleveland Cavaliers,Los Angeles Clippers,25,24,25,25,33,19,36,33,04.02.2021
236,Cleveland Cavaliers,Minnesota Timberwolves,29,23,24,24,29,15,23,31,02.02.2021
237,Minnesota Timberwolves,Cleveland Cavaliers,30,25,33,21,35,26,25,18,01.02.2021
238,New York Knicks,Cleveland Cavaliers,19,28,25,30,17,16,22,26,30.01.2021
239,Cleveland Cavaliers,Detroit Pistons,32,22,36,32,28,28,26,25,28.01.2021
240,Cleveland Cavaliers,Los Angeles Lakers,23,35,31,19,34,31,22,28,26.01.2021
241,Boston Celtics,Cleveland Cavaliers,38,35,41,27,21,30,27,25,25.01.2021
242,Cleveland Cavaliers,Brooklyn Nets,34,27,37,27,33,27,24,29,23.01.2021
243,Cleveland Cavaliers,Brooklyn Nets,28,23,36,26,23,26,29,35,"21.01.2021
AOT"
244,Cleveland Cavaliers,New York Knicks,28,29,23,26,25,30,25,23,16.01.2021
245,Cleveland Cavaliers,Utah Jazz,18,18,23,28,22,27,38,30,13.01.2021
246,Cleveland Cavaliers,Memphis Grizzlies,27,19,25,20,24,23,30,24,12.01.2021
247,Milwaukee Bucks,Cleveland Cavaliers,27,20,31,22,14,23,26,27,10.01.2021
248,Memphis Grizzlies,Cleveland Cavaliers,24,21,24,21,19,27,21,27,08.01.2021
249,Orlando Magic,Cleveland Cavaliers,15,36,32,22,23,22,19,30,07.01.2021
250,Orlando Magic,Cleveland Cavaliers,26,25,38,14,19,30,18,16,05.01.2021
251,Atlanta Hawks,Cleveland Cavaliers,35,21,18,17,25,19,26,26,03.01.2021
252,Indiana Pacers,Cleveland Cavaliers,32,25,31,31,21,30,17,31,31.12.2020
253,Cleveland Cavaliers,New York Knicks,15,31,18,22,29,24,18,24,30.12.2020
254,Cleveland Cavaliers,Philadelphia 76ers,29,35,29,25,24,26,22,22,28.12.2020
