,home_team,away_team,first_quarter_home,second_quarter_home,third_quarter_home,fourth_quarter_home,first_quarter_away,second_quarter_away,third_quarter_away,fourth_quarter_away,event_time
227,Milwaukee Bucks,Brooklyn Nets,28,34,28,27,37,22,31,24,02.05.2021
228,Chicago Bulls,Milwaukee Bucks,16,28,19,35,28,24,28,28,01.05.2021
229,Houston Rockets,Milwaukee Bucks,29,36,39,39,38,35,25,38,30.04.2021
230,Charlotte Hornets,Milwaukee Bucks,28,17,35,24,33,29,25,27,28.04.2021
231,Atlanta Hawks,Milwaukee Bucks,26,17,27,41,29,22,27,26,26.04.2021
232,Milwaukee Bucks,Philadelphia 76ers,26,24,36,46,17,23,23,31,24.04.2021
233,Milwaukee Bucks,Philadelphia 76ers,40,37,31,16,26,34,27,30,23.04.2021
234,Milwaukee Bucks,Phoenix Suns,25,29,36,26,24,31,28,33,"20.04.2021
AOT"
235,Milwaukee Bucks,Memphis Grizzlies,31,28,30,26,35,34,31,28,18.04.2021
236,Atlanta Hawks,Milwaukee Bucks,29,23,30,27,33,31,30,26,16.04.2021
237,Minnesota Timberwolves,Milwaukee Bucks,19,25,35,26,24,37,45,24,14.04.2021
238,Orlando Magic,Milwaukee Bucks,19,19,29,20,32,25,28,39,12.04.2021
239,Milwaukee Bucks,Charlotte Hornets,27,28,26,38,32,34,34,27,10.04.2021
240,Dallas Mavericks,Milwaukee Bucks,29,26,25,36,31,25,28,17,09.04.2021
241,Golden State Warriors,Milwaukee Bucks,28,25,30,39,26,24,38,33,07.04.2021
242,Sacramento Kings,Milwaukee Bucks,28,29,34,37,31,30,38,30,04.04.2021
243,Portland Trail Blazers,Milwaukee Bucks,21,32,20,36,34,26,37,30,03.04.2021
244,Los Angeles Lakers,Milwaukee Bucks,30,19,26,22,24,33,32,23,01.04.2021
245,Los Angeles Clippers,Milwaukee Bucks,26,31,39,33,38,17,31,19,30.03.2021
246,Milwaukee Bucks,New York Knicks,25,29,23,19,32,25,24,21,28.03.2021
247,Milwaukee Bucks,Boston Celtics,26,29,34,25,32,28,43,19,27.03.2021
248,Milwaukee Bucks,Boston Celtics,35,35,30,21,30,29,27,33,25.03.2021
249,Milwaukee Bucks,Indiana Pacers,48,35,27,30,26,34,34,19,23.03.2021
250,Milwaukee Bucks,San Antonio Spurs,26,31,31,32,33,17,34,29,21.03.2021
251,Philadelphia 76ers,Milwaukee Bucks,25,20,29,19,18,13,34,28,"18.03.2021
AOT"
252,Washington Wizards,Milwaukee Bucks,23,32,34,33,32,37,36,28,16.03.2021
253,Washington Wizards,Milwaukee Bucks,33,32,30,24,36,28,30,31,14.03.2021
254,Milwaukee Bucks,New York Knicks,32,36,29,37,27,24,27,23,12.03.2021
255,Memphis Grizzlies,Milwaukee Bucks,17,34,33,27,31,30,23,28,05.03.2021
256,Milwaukee Bucks,Denver Nuggets,23,27,30,17,37,27,35,29,03.03.2021
257,Milwaukee Bucks,Los Angeles Clippers,27,26,24,28,23,25,33,19,28.02.2021
258,Milwaukee Bucks,New Orleans Pelicans,35,34,34,26,31,37,35,22,26.02.2021
259,Milwaukee Bucks,Minnesota Timberwolves,38,41,34,26,36,26,27,23,24.02.2021
260,Milwaukee Bucks,Sacramento Kings,28,42,29,29,25,31,26,33,22.02.2021
261,Milwaukee Bucks,Oklahoma City Thunder,16,30,32,20,20,22,20,23,20.02.2021
262,Milwaukee Bucks,Toronto Raptors,26,15,31,24,33,25,27,25,19.02.2021
263,Milwaukee Bucks,Toronto Raptors,33,31,27,22,33,31,30,30,17.02.2021
264,Oklahoma City Thunder,Milwaukee Bucks,24,28,29,33,24,17,40,28,15.02.2021
265,Utah Jazz,Milwaukee Bucks,35,34,27,33,31,21,30,33,13.02.2021
266,Phoenix Suns,Milwaukee Bucks,32,27,39,27,32,39,30,23,11.02.2021
267,Denver Nuggets,Milwaukee Bucks,42,20,26,24,37,22,34,32,09.02.2021
268,Cleveland Cavaliers,Milwaukee Bucks,22,32,23,22,25,34,35,30,07.02.2021
269,Cleveland Cavaliers,Milwaukee Bucks,33,30,26,16,26,34,34,29,06.02.2021
270,Milwaukee Bucks,Indiana Pacers,29,39,38,24,21,30,21,38,04.02.2021
271,Milwaukee Bucks,Portland Trail Blazers,46,33,34,21,36,20,21,29,02.02.2021
272,Charlotte Hornets,Milwaukee Bucks,39,29,29,29,31,33,30,20,31.01.2021
273,New Orleans Pelicans,Milwaukee Bucks,35,33,35,28,21,24,44,37,30.01.2021
274,Toronto Raptors,Milwaukee Bucks,33,21,28,26,33,30,20,32,28.01.2021
275,Milwaukee Bucks,Atlanta Hawks,32,34,28,35,15,32,36,32,25.01.2021
276,Milwaukee Bucks,Los Angeles Lakers,33,24,24,25,29,34,23,27,22.01.2021
277,Brooklyn Nets,Milwaukee Bucks,28,29,37,31,34,22,33,34,19.01.2021
278,Milwaukee Bucks,Dallas Mavericks,30,25,29,28,23,24,34,28,16.01.2021
279,Detroit Pistons,Milwaukee Bucks,13,34,28,26,27,31,31,21,14.01.2021
