,home_team,away_team,first_quarter_home,second_quarter_home,third_quarter_home,fourth_quarter_home,first_quarter_away,second_quarter_away,third_quarter_away,fourth_quarter_away,event_time
269,Chicago Bulls,Oklahoma City Thunder,28,27,38,29,36,36,19,33,26.02.2020
270,Chicago Bulls,Washington Wizards,35,38,28,25,31,27,27,32,24.02.2020
271,Chicago Bulls,Phoenix Suns,24,33,23,24,22,25,36,29,23.02.2020
272,Chicago Bulls,Charlotte Hornets,20,24,29,20,33,27,19,24,21.02.2020
273,Washington Wizards,Chicago Bulls,36,33,31,26,26,36,20,32,12.02.2020
274,Philadelphia 76ers,Chicago Bulls,38,22,23,35,25,30,28,28,10.02.2020
275,Chicago Bulls,New Orleans Pelicans,25,37,19,38,32,40,31,22,07.02.2020
276,Toronto Raptors,Chicago Bulls,32,28,35,34,29,34,22,17,02.02.2020
277,Brooklyn Nets,Chicago Bulls,35,38,30,30,23,34,39,22,01.02.2020
278,Indiana Pacers,Chicago Bulls,25,30,25,20,24,27,29,20,"30.01.2020
AOT"
279,Chicago Bulls,San Antonio Spurs,21,29,25,35,28,20,37,24,28.01.2020
