,home_team,away_team,first_quarter_home,second_quarter_home,third_quarter_home,fourth_quarter_home,first_quarter_away,second_quarter_away,third_quarter_away,fourth_quarter_away,event_time
170,New Orleans Pelicans,Oklahoma City Thunder,29,19,23,29,28,28,29,23,11.11.2021
171,Dallas Mavericks,New Orleans Pelicans,22,29,27,30,27,20,22,23,09.11.2021
172,Golden State Warriors,New Orleans Pelicans,38,16,34,38,31,19,16,19,06.11.2021
173,Sacramento Kings,New Orleans Pelicans,27,29,36,20,26,26,35,12,04.11.2021
174,Phoenix Suns,New Orleans Pelicans,22,26,28,36,36,23,23,18,03.11.2021
175,New Orleans Pelicans,New York Knicks,28,31,24,34,34,29,25,35,31.10.2021
176,New Orleans Pelicans,Sacramento Kings,26,22,24,37,33,26,18,36,30.10.2021
177,New Orleans Pelicans,Atlanta Hawks,33,26,18,22,19,34,31,18,28.10.2021
178,Minnesota Timberwolves,New Orleans Pelicans,19,24,30,25,25,29,26,27,26.10.2021
179,Minnesota Timberwolves,New Orleans Pelicans,28,26,15,27,27,14,26,22,24.10.2021
180,Chicago Bulls,New Orleans Pelicans,28,37,27,36,17,30,28,37,23.10.2021
181,New Orleans Pelicans,Philadelphia 76ers,25,28,17,27,29,24,28,36,21.10.2021
182,Utah Jazz,New Orleans Pelicans,28,35,32,32,22,24,19,31,12.10.2021
183,Chicago Bulls,New Orleans Pelicans,30,33,33,25,17,21,19,28,09.10.2021
184,New Orleans Pelicans,Orlando Magic,18,34,20,32,26,25,17,18,07.10.2021
185,Minnesota Timberwolves,New Orleans Pelicans,25,40,29,23,28,17,33,36,05.10.2021
186,Minnesota Timberwolves,New Orleans Pelicans,13,9,25,12,16,25,30,16,18.08.2021
187,New Orleans Pelicans,Golden State Warriors,17,20,18,21,18,19,16,23,"16.08.2021
AOT"
188,Cleveland Cavaliers,New Orleans Pelicans,17,16,18,23,16,21,27,23,13.08.2021
189,New Orleans Pelicans,Oklahoma City Thunder,22,13,22,23,17,18,14,16,12.08.2021
190,Chicago Bulls,New Orleans Pelicans,26,21,19,11,23,21,25,25,09.08.2021
